,0,1,2,Act Enrl,Actv,Bldg/Rm,CRN,Course #,Course Title,Days,Instructor,Max Enrl,Seats Avail,Start - End,Time,Units
10,,,,6.0,LAB,REMOTE ONLY,16290.0,EECS-251-02L,Advanced Operating Systems,F,"Du, Wan",30.0,24.0,19-JAN 07-MAY,7:30-10:20pm,0.0
11,,,,9.0,LECT,REMOTE ONLY,16141.0,EECS-263-01,Cloud ComputingMust Also Register for a Corresponding Lab Section,MW,"Singhal, Mukesh",30.0,21.0,19-JAN 07-MAY,9:00-10:15am,4.0
12,,,,,EXAM,REMOTE ONLY,,,Cloud ComputingMust Also Register for a Corresponding Lab Section,T,,,,11-MAY 11-MAY,11:30-2:30pm,
13,,,,9.0,LAB,REMOTE ONLY,16142.0,EECS-263-02L,Cloud Computing,W,"Singhal, Mukesh",30.0,21.0,19-JAN 07-MAY,1:30-4:20pm,0.0
14,,,,11.0,LECT,REMOTE ONLY,16291.0,EECS-284-01,Big Data ScienceMust Also Register for a Corresponding Lab Section,TR,"Rusu, Florin",30.0,19.0,19-JAN 07-MAY,12:00-1:15pm,4.0
15,,,,,EXAM,REMOTE ONLY,,,Big Data ScienceMust Also Register for a Corresponding Lab Section,R,,,,13-MAY 13-MAY,8:00-11:00am,
16,,,,11.0,LAB,REMOTE ONLY,16292.0,EECS-284-02L,Big Data Science,M,"Rusu, Florin",30.0,19.0,19-JAN 07-MAY,1:30-4:20pm,0.0
17,,,,11.0,LECT,REMOTE ONLY,10234.0,EECS-290-01,EECS Seminar,F,"Yang, Ming-Hsuan",45.0,34.0,19-JAN 07-MAY,11:30-1:20pm,1.0
18,,,,,EXAM,REMOTE ONLY,,,EECS Seminar,F,,,,14-MAY 14-MAY,8:00-11:00am,
0,,,,29.0,LECT,REMOTE ONLY,16212.0,ENG-011-01,Intro to World LitMust Also Register for a Corresponding Discussion Section,M,"Hong, Mai-Linh",40.0,11,19-JAN 07-MAY,10:30-11:45am,4.0
1,,,,,EXAM,REMOTE ONLY,,,Intro to World LitMust Also Register for a Corresponding Discussion Section,F,,,,14-MAY 14-MAY,3:00-6:00pm,
2,,,,11.0,DISC,REMOTE ONLY,16213.0,ENG-011-02D,Intro to World Lit,F,"Moore, Jamie",20.0,9,19-JAN 07-MAY,9:30-10:20am,0.0
3,,,,13.0,DISC,REMOTE ONLY,16215.0,ENG-011-04D,Intro to World Lit,F,"Kandhway, Ekta",20.0,7,19-JAN 07-MAY,11:30-12:20pm,0.0
4,,,,15.0,LECT,REMOTE ONLY,16217.0,ENG-020-01,Introduction to ShakespeareMust Also Register for a Corresponding Discussion Section,TR,"Prescott, Paul",25.0,10,19-JAN 07-MAY,10:30-11:45am,4.0
5,,,,15.0,DISC,REMOTE ONLY,16218.0,ENG-020-02D,Introduction to Shakespeare,W,"Maulden, Hannah",25.0,10,19-JAN 07-MAY,TBD-TBD,0.0
6,,,,24.0,SEM,REMOTE ONLY,16220.0,ENG-050-01,Close Reading,TR,"Page, Ryan",24.0,Closed,19-JAN 07-MAY,1:30-3:20pm,4.0
7,,,,,EXAM,REMOTE ONLY,,,Close Reading,F,,,,14-MAY 14-MAY,11:30-2:30pm,
8,,,,24.0,SEM,REMOTE ONLY,16504.0,ENG-090-01,Science Fiction,MW,"Bryx, Adam",24.0,Closed,19-JAN 07-MAY,1:30-3:20pm,4.0
9,,,,,EXAM,REMOTE ONLY,,,Science Fiction,S,,,,08-MAY 08-MAY,11:30-2:30pm,
10,,,,82.0,LECT,REMOTE ONLY,16222.0,ENG-102-01,Lit of Long 18thC 1660-1830Must Also Register for a Corresponding Discussion Section,TR,"Page, Ryan",92.0,10,19-JAN 07-MAY,4:30-5:45pm,4.0
11,,,,,EXAM,REMOTE ONLY,,,Lit of Long 18thC 1660-1830Must Also Register for a Corresponding Discussion Section,T,,,,11-MAY 11-MAY,8:00-11:00am,
12,,,,21.0,DISC,REMOTE ONLY,16223.0,ENG-102-02D,Lit of Long 18thC 1660-1830,W,"Orduno, Isakk",23.0,2,19-JAN 07-MAY,9:30-10:20am,0.0
13,,,,22.0,DISC,REMOTE ONLY,16224.0,ENG-102-03D,Lit of Long 18thC 1660-1830,W,"Gaona, Alfredo",23.0,1,19-JAN 07-MAY,10:30-11:20am,0.0
14,,,,20.0,DISC,REMOTE ONLY,16225.0,ENG-102-04D,Lit of Long 18thC 1660-1830,W,"Arias-Zelidon, Maria Elena",23.0,3,19-JAN 07-MAY,11:30-12:20pm,0.0
15,,,,19.0,DISC,REMOTE ONLY,16226.0,ENG-102-05D,Lit of Long 18thC 1660-1830,W,"Alvarado Cabrera, Alma",23.0,4,19-JAN 07-MAY,12:30-1:20pm,0.0
16,,,,19.0,SEM,REMOTE ONLY,16627.0,ENG-111-01,Mesoamerican Lit and Culture,M,"Lopez, Felicia",20.0,1,19-JAN 07-MAY,1:30-4:15pm,4.0
17,,,,,EXAM,REMOTE ONLY,,,Mesoamerican Lit and Culture,S,,,,08-MAY 08-MAY,11:30-2:30pm,
18,,,,22.0,SEM,REMOTE ONLY,15457.0,ENG-129-01,History of Comedy Since 1800,W,"Kaiser, Matthew",20.0,-2,19-JAN 07-MAY,1:30-4:15pm,4.0
19,,,,40.0,SEM,REMOTE ONLY,16228.0,ENG-130-01,Writing to Save the Planet,MW,"Jones, Bristin",40.0,Closed,19-JAN 07-MAY,12:00-1:15pm,4.0
20,,,,,EXAM,REMOTE ONLY,,,Writing to Save the Planet,F,,,,14-MAY 14-MAY,8:00-11:00am,
21,,,,22.0,SEM,REMOTE ONLY,16384.0,ENG-151-01,Advanced Shakespeare,TR,"Brokaw, Katherine / Prescott, Paul",20.0,-2,19-JAN 07-MAY,1:30-2:45pm,4.0
22,,,,,EXAM,REMOTE ONLY,,,Advanced Shakespeare,F,,,,14-MAY 14-MAY,11:30-2:30pm,
23,,,,19.0,SEM,REMOTE ONLY,16229.0,ENG-154-01,Emily Dickinson: Poems Letters,TR,"Burney, Fatima",20.0,1,19-JAN 07-MAY,9:00-10:15am,4.0
24,,,,20.0,SEM,REMOTE ONLY,16230.0,ENG-158-01,The Brontes,F,"Kaiser, Matthew",20.0,Closed,19-JAN 07-MAY,1:30-4:15pm,4.0
25,,,,,EXAM,REMOTE ONLY,,,The Brontes,S,,,,08-MAY 08-MAY,11:30-2:30pm,
26,,,,17.0,SEM,REMOTE ONLY,14144.0,ENG-190-01,Senior ThesisLit of Calif,M,"Goggans, Jan",20.0,3,19-JAN 07-MAY,10:30-1:15pm,4.0
0,,,,101.0,LECT,REMOTE ONLY,10142.0,ENGR-045-01,Introduction to MaterialsMust Also Register for a Corresponding Lab Section,MWF,"Gargova, Svetla",115.0,14,19-JAN 07-MAY,12:30-1:20pm,4.0
1,,,,,EXAM,REMOTE ONLY,,,Introduction to MaterialsMust Also Register for a Corresponding Lab Section,M,,,,10-MAY 10-MAY,3:00-6:00pm,
2,,,,23.0,LAB,REMOTE ONLY,10143.0,ENGR-045-02L,Introduction to Materials,M,"Smith, Ariell",23.0,Closed,19-JAN 07-MAY,1:30-4:20pm,0.0
3,,,,22.0,LAB,REMOTE ONLY,10144.0,ENGR-045-03L,Introduction to Materials,T,"Smith, Ariell",23.0,1,19-JAN 07-MAY,5:30-8:20pm,0.0
4,,,,18.0,LAB,REMOTE ONLY,10415.0,ENGR-045-05L,Introduction to Materials,R,"Robinson, Matthew",23.0,5,19-JAN 07-MAY,12:30-3:20pm,0.0
5,,,,16.0,LAB,REMOTE ONLY,12940.0,ENGR-045-06L,Introduction to Materials,T,"Amin, Muzzakkir",23.0,7,19-JAN 07-MAY,11:00-1:50pm,0.0
6,,,,22.0,LAB,REMOTE ONLY,13225.0,ENGR-045-07L,Introduction to Materials,R,"Amin, Muzzakkir",23.0,1,19-JAN 07-MAY,8:00-10:50am,0.0
7,,,,116.0,LECT,REMOTE ONLY,10146.0,ENGR-057-01,Statics and DynamicsMust Also Register for a Corresponding Discussion SectionFor Mechanical Engineering Majors,MW,"Gutierrez, Alejandro",116.0,Closed,19-JAN 07-MAY,9:00-10:15am,4.0
8,,,,,EXAM,REMOTE ONLY,,,Statics and DynamicsMust Also Register for a Corresponding Discussion SectionFor Mechanical Engineering Majors,T,,,,11-MAY 11-MAY,11:30-2:30pm,
9,,,,29.0,DISC,REMOTE ONLY,10539.0,ENGR-057-02D,Statics and Dynamics,W,"Fan, Xiaoyun",29.0,Closed,19-JAN 07-MAY,1:30-2:20pm,0.0
10,,,,28.0,DISC,REMOTE ONLY,10540.0,ENGR-057-03D,Statics and Dynamics,W,"Fan, Xiaoyun",29.0,1,19-JAN 07-MAY,2:30-3:20pm,0.0
11,,,,30.0,DISC,REMOTE ONLY,13077.0,ENGR-057-04D,Statics and Dynamics,W,"Fan, Xiaoyun",29.0,-1,19-JAN 07-MAY,3:30-4:20pm,0.0
12,,,,29.0,DISC,REMOTE ONLY,13135.0,ENGR-057-05D,Statics and Dynamics,W,"Perez-Lopez, Edgar",29.0,Closed,19-JAN 07-MAY,11:30-12:20pm,0.0
13,,,,77.0,LECT,REMOTE ONLY,16523.0,ENGR-057-10,Statics and DynamicsMust Also Register for a Corresponding Discussion Section,TR,"Rice, Robert",87.0,10,19-JAN 07-MAY,10:30-11:45am,4.0
14,,,,29.0,DISC,REMOTE ONLY,16524.0,ENGR-057-11D,Statics and Dynamics,W,"Brinkley, Jordyn",29.0,Closed,19-JAN 07-MAY,11:30-12:20pm,0.0
15,,,,25.0,DISC,REMOTE ONLY,16525.0,ENGR-057-12D,Statics and Dynamics,W,"Brinkley, Jordyn",29.0,4,19-JAN 07-MAY,12:30-1:20pm,0.0
16,,,,23.0,DISC,REMOTE ONLY,16527.0,ENGR-057-14D,Statics and Dynamics,W,"Brinkley, Jordyn",29.0,6,19-JAN 07-MAY,2:30-3:20pm,0.0
17,,,,209.0,LECT,REMOTE ONLY,13634.0,ENGR-065-01,Circuit TheoryMust Also Register for a Corresponding Lab Section,MW,"Dou, Huifang",207.0,-2,19-JAN 07-MAY,1:30-2:45pm,4.0
18,,,,,EXAM,REMOTE ONLY,,,Circuit TheoryMust Also Register for a Corresponding Lab Section,S,,,,08-MAY 08-MAY,11:30-2:30pm,
19,,,,23.0,LAB,REMOTE ONLY,10659.0,ENGR-065-02L,Circuit Theory,T,"Li, Haoyu",23.0,Closed,19-JAN 07-MAY,9:00-11:50am,0.0
20,,,,23.0,LAB,REMOTE ONLY,10660.0,ENGR-065-03L,Circuit Theory,R,"Li, Haoyu",23.0,Closed,19-JAN 07-MAY,9:00-11:50am,0.0
21,,,,24.0,LAB,REMOTE ONLY,12892.0,ENGR-065-04L,Circuit Theory,T,"Millan-Higuera, Jose",23.0,-1,19-JAN 07-MAY,12:00-2:50pm,0.0
22,,,,24.0,LAB,REMOTE ONLY,12938.0,ENGR-065-05L,Circuit Theory,R,"Millan-Higuera, Jose",23.0,-1,19-JAN 07-MAY,12:00-2:50pm,0.0
23,,,,23.0,LAB,REMOTE ONLY,13090.0,ENGR-065-06L,Circuit Theory,T,"Adabasi, Gokay",23.0,Closed,19-JAN 07-MAY,3:00-5:50pm,0.0
24,,,,23.0,LAB,REMOTE ONLY,13152.0,ENGR-065-07L,Circuit Theory,R,"Adabasi, Gokay",23.0,Closed,19-JAN 07-MAY,3:00-5:50pm,0.0
25,,,,23.0,LAB,REMOTE ONLY,14120.0,ENGR-065-08L,Circuit Theory,W,"Ahmed, Muhammad Hassaan",23.0,Closed,19-JAN 07-MAY,3:00-5:50pm,0.0
26,,,,23.0,LAB,REMOTE ONLY,14121.0,ENGR-065-09L,Circuit Theory,F,"Ahmed, Muhammad Hassaan",23.0,Closed,19-JAN 07-MAY,3:00-5:50pm,0.0
27,,,,23.0,LAB,REMOTE ONLY,16683.0,ENGR-065-10L,Circuit Theory,M,"Sarker, Mrittunjoy",23.0,Closed,19-JAN 07-MAY,3:00-5:50pm,0.0
28,,,,37.0,LECT,REMOTE ONLY,16147.0,ENGR-096-01,Human-Centered Rsrch & Design,W,"Yarra, Siddaiah",60.0,23,19-JAN 07-MAY,9:30-10:20am,2.0
29,,,,,EXAM,REMOTE ONLY,,,Human-Centered Rsrch & Design,W,,,,12-MAY 12-MAY,3:00-6:00pm,
30,,,,6.0,LAB,REMOTE ONLY,16148.0,ENGR-097-01,Unmanned Aerial Systems,T,"Yarra, Siddaiah",24.0,18,19-JAN 07-MAY,3:00-4:50pm,2.0
31,,,,,EXAM,REMOTE ONLY,,,Unmanned Aerial Systems,F,,,,14-MAY 14-MAY,8:00-11:00am,
32,,,,6.0,LAB,REMOTE ONLY,16149.0,ENGR-097-02,Project Protect,T,"Yarra, Siddaiah",24.0,18,19-JAN 07-MAY,9:00-10:50am,2.0
33,,,,,EXAM,REMOTE ONLY,,,Project Protect,F,,,,14-MAY 14-MAY,8:00-11:00am,
34,,,,119.0,LECT,REMOTE ONLY,10147.0,ENGR-120-01,Fluid MechanicsMust Also Register for a Corresponding Lab Section,MW,"Ayyaswamy, Venkattraman",120.0,1,19-JAN 07-MAY,4:30-5:45pm,4.0
35,,,,,EXAM,REMOTE ONLY,,,Fluid MechanicsMust Also Register for a Corresponding Lab Section,F,,,,14-MAY 14-MAY,3:00-6:00pm,
36,,,,20.0,LAB,REMOTE ONLY,10416.0,ENGR-120-02L,Fluid Mechanics,R,"Saha, Shusmita",20.0,Closed,19-JAN 07-MAY,10:30-1:20pm,0.0
37,,,,20.0,LAB,REMOTE ONLY,10148.0,ENGR-120-03L,Fluid Mechanics,R,"Saha, Shusmita",20.0,Closed,19-JAN 07-MAY,1:30-4:20pm,0.0
38,,,,20.0,LAB,REMOTE ONLY,10149.0,ENGR-120-04L,Fluid Mechanics,W,"Sagar, Pulkit",20.0,Closed,19-JAN 07-MAY,8:00-10:50am,0.0
39,,,,19.0,LAB,REMOTE ONLY,10150.0,ENGR-120-05L,Fluid Mechanics,F,"Sagar, Pulkit",20.0,1,19-JAN 07-MAY,1:30-4:20pm,0.0
40,,,,20.0,LAB,REMOTE ONLY,10151.0,ENGR-120-06L,Fluid Mechanics,W,"Liu, Ziqi",20.0,Closed,19-JAN 07-MAY,11:00-1:50pm,0.0
41,,,,20.0,LAB,REMOTE ONLY,12941.0,ENGR-120-07L,Fluid Mechanics,F,"Liu, Ziqi",20.0,Closed,19-JAN 07-MAY,10:30-1:20pm,0.0
42,,,,98.0,LECT,REMOTE ONLY,10661.0,ENGR-130-01,Thermodynamics,F,"Chuang, Abel",110.0,12,22-JAN 22-JAN,2:00-3:15pm,3.0
43,,,,,LECT,REMOTE ONLY,,,Thermodynamics,F,,,,29-JAN 29-JAN,2:00-3:15pm,
44,,,,,EXAM,REMOTE ONLY,,,Thermodynamics,F,,,,26-FEB 26-FEB,2:00-3:15pm,
45,,,,,EXAM,REMOTE ONLY,,,Thermodynamics,F,,,,09-APR 09-APR,2:00-3:15pm,
46,,,,,EXAM,REMOTE ONLY,,,Thermodynamics,S,,,,08-MAY 08-MAY,3:00-6:00pm,
47,,,,71.0,LECT,REMOTE ONLY,13226.0,ENGR-135-01,Heat TransferMust Also Register for a Corresponding Lab Section,TR,"Cobian, Jeanette",80.0,9,19-JAN 07-MAY,12:00-1:15pm,4.0
48,,,,,EXAM,REMOTE ONLY,,,Heat TransferMust Also Register for a Corresponding Lab Section,R,,,,13-MAY 13-MAY,8:00-11:00am,
49,,,,20.0,LAB,REMOTE ONLY,13227.0,ENGR-135-02L,Heat Transfer,T,"Najafianashrafi, Zabihollah",20.0,Closed,19-JAN 07-MAY,1:30-4:20pm,0.0
50,,,,11.0,LAB,REMOTE ONLY,13228.0,ENGR-135-03L,Heat Transfer,W,"Najafianashrafi, Zabihollah",20.0,9,19-JAN 07-MAY,1:30-4:20pm,0.0
51,,,,20.0,LAB,REMOTE ONLY,13229.0,ENGR-135-04L,Heat Transfer,F,"Giglio, Roman",20.0,Closed,19-JAN 07-MAY,8:30-11:20am,0.0
52,,,,20.0,LAB,REMOTE ONLY,15384.0,ENGR-135-05L,Heat Transfer,R,"Giglio, Roman",20.0,Closed,19-JAN 07-MAY,1:30-4:20pm,0.0
53,,,,120.0,LECT,REMOTE ONLY,12917.0,ENGR-140-01,Intro to Object Orient ProgramMust Also Register for a Corresponding Lab Section,TR,"Hepworth, Ammon",120.0,Closed,19-JAN 07-MAY,9:00-10:15am,4.0
54,,,,,EXAM,REMOTE ONLY,,,Intro to Object Orient ProgramMust Also Register for a Corresponding Lab Section,T,,,,11-MAY 11-MAY,3:00-6:00pm,
55,,,,30.0,LAB,REMOTE ONLY,12918.0,ENGR-140-02L,Intro to Object Orient Program,F,Staff,30.0,Closed,19-JAN 07-MAY,7:30-10:20am,0.0
56,,,,30.0,LAB,REMOTE ONLY,12919.0,ENGR-140-03L,Intro to Object Orient Program,F,Staff,30.0,Closed,19-JAN 07-MAY,1:30-4:20pm,0.0
57,,,,30.0,LAB,REMOTE ONLY,13635.0,ENGR-140-04L,Intro to Object Orient Program,W,Staff,30.0,Closed,19-JAN 07-MAY,7:30-10:20am,0.0
58,,,,30.0,LAB,REMOTE ONLY,16150.0,ENGR-140-05L,Intro to Object Orient Program,T,Staff,30.0,Closed,19-JAN 07-MAY,4:30-7:20pm,0.0
59,,,,74.0,LECT,REMOTE ONLY,10662.0,ENGR-151-01,Strength of MaterialsMust Also Register for a Corresponding Lab Section,TR,"Goyal, Sachin",96.0,22,19-JAN 07-MAY,12:00-1:15pm,4.0
60,,,,,EXAM,REMOTE ONLY,,,Strength of MaterialsMust Also Register for a Corresponding Lab Section,R,,,,13-MAY 13-MAY,8:00-11:00am,
61,,,,9.0,LAB,REMOTE ONLY,10663.0,ENGR-151-02L,Strength of Materials,M,"Nguessan, Jacques-Ezechiel",24.0,15,19-JAN 07-MAY,8:00-10:50am,0.0
62,,,,24.0,LAB,REMOTE ONLY,12913.0,ENGR-151-03L,Strength of Materials,W,"Nguessan, Jacques-Ezechiel",24.0,Closed,19-JAN 07-MAY,8:00-10:50am,0.0
63,,,,18.0,LAB,REMOTE ONLY,13094.0,ENGR-151-04L,Strength of Materials,T,"Mishra, Anupam",24.0,6,19-JAN 07-MAY,8:00-10:50am,0.0
64,,,,23.0,LAB,REMOTE ONLY,13230.0,ENGR-151-05L,Strength of Materials,T,"Mishra, Anupam",24.0,1,19-JAN 07-MAY,2:30-5:20pm,0.0
65,,,,146.0,LECT,REMOTE ONLY,10152.0,ENGR-155-01,Engineering Economic Analysis,MW,"Gutierrez, Alejandro",160.0,14,19-JAN 07-MAY,1:30-2:45pm,3.0
66,,,,,EXAM,REMOTE ONLY,,,Engineering Economic Analysis,W,,,,12-MAY 12-MAY,11:30-2:30pm,
67,,,,37.0,LECT,REMOTE ONLY,16479.0,ENGR-156-01,Technical Writing,M,"McCloskey, Kara",50.0,13,19-JAN 07-MAY,10:30-11:20am,3.0
68,,,,24.0,DISC,REMOTE ONLY,16480.0,ENGR-156-02D,Technical Writing,M,"Piceno, Josiah",25.0,1,19-JAN 07-MAY,11:30-1:20pm,0.0
69,,,,13.0,DISC,REMOTE ONLY,16481.0,ENGR-156-03D,Technical Writing,W,"Piceno, Josiah",25.0,12,19-JAN 07-MAY,11:30-1:20pm,0.0
70,,,,60.0,LECT,REMOTE ONLY,16154.0,ENGR-180-01,Spatial Analysis and ModelingMust Also Register for a Corresponding Lab Section,MW,"Fernandez Bou, Angel",60.0,Closed,19-JAN 07-MAY,9:00-10:15am,4.0
71,,,,30.0,LAB,REMOTE ONLY,16155.0,ENGR-180-02L,Spatial Analysis and Modeling,M,"Lopez Barreto, Brittany",30.0,Closed,19-JAN 07-MAY,11:30-1:20pm,0.0
72,,,,30.0,LAB,REMOTE ONLY,16544.0,ENGR-180-03L,Spatial Analysis and Modeling,W,"Brown, Madeline",30.0,Closed,19-JAN 07-MAY,11:30-1:20pm,0.0
73,,,,140.0,LECT,REMOTE ONLY,13131.0,ENGR-190-01,Capstone DesignMust Also Register for a Corresponding Lab Section,W,"Ghassemi, Abbas / Gutierrez, Alejandro",140.0,Closed,19-JAN 07-MAY,4:30-5:20pm,4.0
74,,,,,EXAM,REMOTE ONLY,,,Capstone DesignMust Also Register for a Corresponding Lab Section,F,,,,14-MAY 14-MAY,11:30-2:30pm,
75,,,,35.0,LAB,REMOTE ONLY,13132.0,ENGR-190-02L,Capstone Design,M,"Randolph, Christopher",35.0,Closed,19-JAN 07-MAY,5:30-7:20pm,0.0
76,,,,35.0,LAB,REMOTE ONLY,13175.0,ENGR-190-03L,Capstone Design,M,"Gomez, Hector",35.0,Closed,19-JAN 07-MAY,5:30-7:20pm,0.0
77,,,,35.0,LAB,REMOTE ONLY,13133.0,ENGR-190-04L,Capstone Design,W,"Gomez, Hector",35.0,Closed,19-JAN 07-MAY,5:30-7:20pm,0.0
78,,,,35.0,LAB,REMOTE ONLY,13134.0,ENGR-190-05L,Capstone Design,W,"Arroyave Bermudez, Felber",35.0,Closed,19-JAN 07-MAY,5:30-7:20pm,0.0
79,,,,178.0,SEM,REMOTE ONLY,10153.0,ENGR-191-01,Professional Seminar,W,"Ghassemi, Abbas",173.0,-5,19-JAN 07-MAY,3:30-4:20pm,1.0
80,,,,,EXAM,REMOTE ONLY,,,Professional Seminar,R,,,,13-MAY 13-MAY,11:30-2:30pm,
81,,,,177.0,SEM,REMOTE ONLY,15437.0,ENGR-191-02,Professional Seminar,M,"Matsumoto, Mark",173.0,-4,19-JAN 07-MAY,4:30-5:20pm,1.0
82,,,,,EXAM,REMOTE ONLY,,,Professional Seminar,F,,,,14-MAY 14-MAY,3:00-6:00pm,
83,,,,5.0,LAB,REMOTE ONLY,16180.0,ENGR-197-01,Unmanned Aerial Systems,T,"Yarra, Siddaiah",12.0,7,19-JAN 07-MAY,3:00-4:50pm,3.0
84,,,,,EXAM,REMOTE ONLY,,,Unmanned Aerial Systems,F,,,,14-MAY 14-MAY,8:00-11:00am,
85,,,,4.0,LAB,REMOTE ONLY,16181.0,ENGR-197-02,Project Protect,T,"Yarra, Siddaiah",12.0,8,19-JAN 07-MAY,9:00-10:50am,3.0
86,,,,,EXAM,REMOTE ONLY,,,Project Protect,F,,,,14-MAY 14-MAY,8:00-11:00am,
0,,,,88.0,LECT,REMOTE ONLY,10664.0,ENVE-010-01,Environment in CrisisMust Also Register for a Corresponding Lab Section,MW,"Sullivan, Lynn",88.0,Closed,19-JAN 07-MAY,11:30-12:45pm,4.0
1,,,,,EXAM,REMOTE ONLY,,,Environment in CrisisMust Also Register for a Corresponding Lab Section,F,,,,14-MAY 14-MAY,8:00-11:00am,
2,,,,22.0,LAB,REMOTE ONLY,10665.0,ENVE-010-02L,Environment in Crisis,M,"Hauptman, Hope",22.0,Closed,19-JAN 07-MAY,8:00-10:50am,0.0
3,,,,22.0,LAB,REMOTE ONLY,13280.0,ENVE-010-03L,Environment in Crisis,M,"Hauptman, Hope",22.0,Closed,19-JAN 07-MAY,2:00-4:50pm,0.0
4,,,,22.0,LAB,REMOTE ONLY,16514.0,ENVE-010-04L,Environment in Crisis,R,"Alvarado, Ana Grace",22.0,Closed,19-JAN 07-MAY,8:00-10:50am,0.0
5,,,,22.0,LAB,REMOTE ONLY,16515.0,ENVE-010-05L,Environment in Crisis,R,"Alvarado, Ana Grace",22.0,Closed,19-JAN 07-MAY,2:00-4:50pm,0.0
6,,,,20.0,LECT,REMOTE ONLY,10154.0,ENVE-020-01,Intro to Environ Sci and Tech,TR,"Naughton, Colleen",25.0,5,19-JAN 07-MAY,1:30-3:20pm,4.0
7,,,,,EXAM,REMOTE ONLY,,,Intro to Environ Sci and Tech,F,,,,14-MAY 14-MAY,11:30-2:30pm,
8,,,,30.0,LECT,REMOTE ONLY,15472.0,ENVE-030-01,Evaluating Sustainable Spaces,MW,"Sullivan, Lynn",30.0,Closed,19-JAN 07-MAY,1:30-2:45pm,3.0
9,,,,,EXAM,REMOTE ONLY,,,Evaluating Sustainable Spaces,S,,,,08-MAY 08-MAY,11:30-2:30pm,
10,,,,23.0,LECT,REMOTE ONLY,15385.0,ENVE-100-01,Environmental Engr ChemMust Also Register for a Corresponding Lab Section,MW,"Conklin, Martha",23.0,Closed,19-JAN 07-MAY,3:00-4:15pm,4.0
11,,,,,EXAM,REMOTE ONLY,,,Environmental Engr ChemMust Also Register for a Corresponding Lab Section,W,,,,12-MAY 12-MAY,8:00-11:00am,
12,,,,23.0,LAB,REMOTE ONLY,15386.0,ENVE-100-02L,Environmental Engr Chem,T,"Aronstein, Paul",23.0,Closed,19-JAN 07-MAY,10:00-12:50pm,0.0
13,,,,11.0,LECT,REMOTE ONLY,16156.0,ENVE-116-01,Applied Climatology,T,"Abatzoglou, John",30.0,19,19-JAN 07-MAY,5:30-8:20pm,3.0
14,,,,,EXAM,REMOTE ONLY,,,Applied Climatology,W,,,,12-MAY 12-MAY,11:30-2:30pm,
15,,,,51.0,LECT,REMOTE ONLY,10553.0,ENVE-160-01,Sustainable Energy,TR,"Fortier, Marie-Odile",60.0,9,19-JAN 07-MAY,3:30-5:20pm,4.0
16,,,,,EXAM,REMOTE ONLY,,,Sustainable Energy,M,,,,10-MAY 10-MAY,6:30-9:30pm,
17,,,,20.0,LECT,REMOTE ONLY,13093.0,ENVE-176-01,Water and Wastewater Treatment,MW,"Beutel, Marc",22.0,2,19-JAN 07-MAY,10:30-11:45am,3.0
18,,,,,EXAM,REMOTE ONLY,,,Water and Wastewater Treatment,S,,,,08-MAY 08-MAY,8:00-11:00am,
19,,,,13.0,LECT,REMOTE ONLY,16158.0,ENVE-181-01,Field Meth in Snow Hydro,W,"Rice, Robert",12.0,-1,19-JAN 07-MAY,8:30-10:20am,2.0
0,,,,4.0,LECT,REMOTE ONLY,16293.0,ES-205-01,BiogeochemistryMust Also Register for a Corresponding Discussion Section,TR,"Hart, Steve",24.0,20.0,19-JAN 07-MAY,12:00-1:15pm,4.0
1,,,,,EXAM,REMOTE ONLY,,,BiogeochemistryMust Also Register for a Corresponding Discussion Section,R,,,,13-MAY 13-MAY,11:30-2:30pm,
2,,,,4.0,DISC,REMOTE ONLY,16294.0,ES-205-02D,Biogeochemistry,F,"Hart, Steve",24.0,20.0,19-JAN 07-MAY,10:30-11:20am,0.0
3,,,,11.0,LECT,REMOTE ONLY,14118.0,ES-207-01,Environmental Data Analysis,MW,"Hestir, Erin",25.0,14.0,19-JAN 07-MAY,3:00-4:15pm,3.0
4,,,,,EXAM,REMOTE ONLY,,,Environmental Data Analysis,W,,,,12-MAY 12-MAY,8:00-11:00am,
5,,,,35.0,LECT,REMOTE ONLY,16295.0,ES-227-01,Flora of CaliforniaMust Also Register for a Corresponding Lab Section,TR,"Sexton, Jason",48.0,13.0,19-JAN 07-MAY,3:00-4:15pm,4.0
6,,,,,EXAM,REMOTE ONLY,,,Flora of CaliforniaMust Also Register for a Corresponding Lab Section,M,,,,10-MAY 10-MAY,6:30-9:30pm,
7,,,,19.0,LAB,REMOTE ONLY,16296.0,ES-227-02L,Flora of California,T,"Sexton, Jason",24.0,5.0,19-JAN 07-MAY,6:00-8:50pm,0.0
8,,,,16.0,LAB,REMOTE ONLY,16297.0,ES-227-03L,Flora of California,M,"Sexton, Jason",24.0,8.0,19-JAN 07-MAY,10:30-1:20pm,0.0
9,,,,22.0,LECT,REMOTE ONLY,16482.0,ES-229-01,Paleoecology,TR,"Blois, Jessica",24.0,2.0,19-JAN 07-MAY,1:30-2:45pm,3.0
10,,,,,EXAM,REMOTE ONLY,,,Paleoecology,F,,,,14-MAY 14-MAY,11:30-2:30pm,
11,,,,11.0,LECT,REMOTE ONLY,15517.0,ES-232-01,Applied Climatology,T,"Abatzoglou, John",30.0,19.0,19-JAN 07-MAY,5:30-8:20pm,3.0
12,,,,,EXAM,REMOTE ONLY,,,Applied Climatology,W,,,,12-MAY 12-MAY,11:30-2:30pm,
